id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading,keywords
121-pmk.011-2013,121/PMK.011/2013,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenai Pajak Penjualan atas Barang Mewah,2013,121,['Jenis Barang Kena Pajak yang Tergolong Mewah selain kendaraan bermotor yang dikenai Pajak Penjualan atas Barang Mewah dengan tarif sebesar 10% (sepuluh persen'],[],[],['Jenis Barang Kena Pajak yang Tergolong Mewah selain kendaraan bermotor yang dikenai Pajak Penjualan atas Barang Mewah dengan tarif sebesar 10% (sepuluh persen']
162-pmk.03-2014,162/PMK.03/2014,Tata Cara Penerbitan Surat Keterangan Bebas Pajak Pertambahan Nilai atau Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah Kepada Perwakilan Negara Asing dan Badan Internasional Serta Pejabatnya,2014,162,"['Perwakilan Negara Asing', 'Pejabat Perwakilan Negara Asing', 'Badan Internasional', 'Pejabat Badan Internasional']",[],[],"['Perwakilan Negara Asing', 'Pejabat Perwakilan Negara Asing', 'Badan Internasional', 'Pejabat Badan Internasional']"
226-pmk.04-2014,226/PMK.04/2014,"Penimbunan, Pemasukan, Pengeluaran, dan Pengangkutan Barang Kena Cukai",2014,226,"['Undang-Undang Cukai', 'Tempat Penimbunan Sementara', 'Tempat Penimbunan Berikat', 'Kawasan Pabean', 'Pabrik', 'Orang', 'Pengusaha Pabrik', 'Tempat Penyimpanan', 'Pengusaha Tempat Penyimpanan', 'Kantor Direktorat Jenderal Bea dan Cukai', 'Direktur Jenderal', 'Dokumen Cukai']",['Kantor'],"['KETENTUAN UMUM', 'PENIMBUNAN BARANG KENA CUKAI', 'PEMASUKAN, PENGELUARAN, DAN PENGANGKUTAN BARANG KENA CUKAI', 'KETENTUAN PERALIHAN', 'PENUTUP']","['Undang-Undang Cukai', 'Tempat Penimbunan Sementara', 'Tempat Penimbunan Berikat', 'Kawasan Pabean', 'Pabrik', 'Orang', 'Pengusaha Pabrik', 'Tempat Penyimpanan', 'Pengusaha Tempat Penyimpanan', 'Kantor Direktorat Jenderal Bea dan Cukai', 'Direktur Jenderal', 'Dokumen Cukai', 'PENIMBUNAN BARANG KENA CUKAI', 'PEMASUKAN, PENGELUARAN, DAN PENGANGKUTAN BARANG KENA CUKAI', 'PENUTUP']"
pp-18-tahun-2015,PP 18 TAHUN 2015,"Fasilitas Pajak Penghasilan untuk Penanaman Modal di Bidang-Bidang Usaha Tertentu
Dan/Atau di Daerah-Daerah Tertentu",2015,18,"['Penanaman Modal', 'Bidang-bidang Usaha Tertentu', 'Daerah-daerah Tertentu']",[],[],"['Penanaman Modal', 'Bidang-bidang Usaha Tertentu', 'Daerah-daerah Tertentu']"
146-pmk.05-2016,146/PMK.05/2016,Perkiraan Defisit yang Melampaui Target Defisit Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2016 dan Tambahan Pembiayaan Defisit yang Diperkirakan Melampaui Target Defisit Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2016,2016,146,"['Anggaran Pendapatan dan Belanja Negara, selanjutnya disingkat APBN', 'Defisit', 'Komite Asset-Liability Management Kementerian Keuangan', 'Saldo Anggaran Lebih', 'Pinjaman Luar Negeri', 'Surat Berharga Negara']",['Komite ALM'],[],"['Anggaran Pendapatan dan Belanja Negara, selanjutnya disingkat APBN', 'Defisit', 'Komite Asset-Liability Management Kementerian Keuangan', 'Saldo Anggaran Lebih', 'Pinjaman Luar Negeri', 'Surat Berharga Negara']"
pp-47-tahun-2019,PP 47 TAHUN 2019,Pemberdayaan Lembaga Jasa Keuangan dan Pelaksanaan Kemudahan dan/atau Bantuan Pembiayaan dalam Sistem Pembiayaan Perumahan dan Kawasan Permukiman,2019,47,"['Pemberdayaan Lembaga Jasa Keuangan', 'Lembaga Jasa Keuangan', 'Pembiayaan Perumahan dan Kawasan Permukiman', 'Sistem Pembiayaan Perumahan dan Kawasan Permukiman', 'Dana Murah Jangka Panjang', 'Lembaga Penerbit Kredit/Pembiayaan Pelaksana', 'Rumah Umum', 'Rumah Swadaya', 'Masyarakat Berpenghasilan Rendah', 'Pemerintah Pusat', 'Pemerintah Daerah', 'Menteri']","['Pembiayaan PKP', 'Sistem Pembiayaan PKP', 'LPKP Pelaksana']","['KETENTUAN UMUM', 'PEMBERDAYAAN LEMBAGA JASA KEUANGAN DALAM SISTEM PEMBIAYAAN PKP SERTA TATA CARA PENGERAHAN DAN PEMUPUKAN DANA', 'PELAKSANAAN PEMBERIAN KEMUDAHAN DAN/ATAU BANTUAN PEMBIAYAAN', 'KETENTUAN PENUTUP', 'Umum', 'Rumah Umum', 'Rumah Swadaya', 'Pengendalian Kemudahan dan/atau Bantuan Pembiayaan', 'Skema Pembiayaan', 'Penjaminan atau Asuransi', 'Dana Murah Jangka Panjang']","['Pemberdayaan Lembaga Jasa Keuangan', 'Lembaga Jasa Keuangan', 'Pembiayaan Perumahan dan Kawasan Permukiman', 'Sistem Pembiayaan Perumahan dan Kawasan Permukiman', 'Dana Murah Jangka Panjang', 'Lembaga Penerbit Kredit/Pembiayaan Pelaksana', 'Rumah Umum', 'Rumah Swadaya', 'Masyarakat Berpenghasilan Rendah', 'Pemerintah Pusat', 'Pemerintah Daerah', 'Menteri', 'PEMBERDAYAAN LEMBAGA JASA KEUANGAN DALAM SISTEM PEMBIAYAAN PKP SERTA TATA CARA PENGERAHAN DAN PEMUPUKAN DANA', 'PELAKSANAAN PEMBERIAN KEMUDAHAN DAN/ATAU BANTUAN PEMBIAYAAN', 'Umum', 'Rumah Umum', 'Rumah Swadaya', 'Pengendalian Kemudahan dan/atau Bantuan Pembiayaan', 'Skema Pembiayaan', 'Penjaminan atau Asuransi', 'Dana Murah Jangka Panjang']"
202-pmk.04-2019,202/PMK.04/2019,Pengeluaran Barang Impor untuk Dipakai Berupa Kendaraan Bermotor dalam Bentuk Jadi (Completely Built Up,2019,202,"['Impor', 'Kendaraan Bermotor', 'Kawasan Pabean', 'Kantor Pabean', 'Sistem Komputer Pelayanan', 'Menteri', 'Direktur Jenderal', 'Pejabat Bea dan Cukai', 'Data Kendaraan Bermotor', 'Portal Direktorat Jenderal Bea dan Cukai', 'Data A', 'Data B', 'Data C']",['Data'],"['KETENTUAN UMUM', 'IMPOR KENDARAAN BERMOTOR DALAM BENTUK JADI ( COMPLETELY BUILT UP', 'PERBAIKAN DATA IMPOR KENDARAAN BERMOTOR', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Pemberitahuan Pabean Impor', 'Data A', 'Data B', 'Data C']","['Impor', 'Kendaraan Bermotor', 'Kawasan Pabean', 'Kantor Pabean', 'Sistem Komputer Pelayanan', 'Menteri', 'Direktur Jenderal', 'Pejabat Bea dan Cukai', 'Data Kendaraan Bermotor', 'Portal Direktorat Jenderal Bea dan Cukai', 'Data A', 'Data B', 'Data C', 'IMPOR KENDARAAN BERMOTOR DALAM BENTUK JADI ( COMPLETELY BUILT UP', 'PERBAIKAN DATA IMPOR KENDARAAN BERMOTOR', 'Pemberitahuan Pabean Impor', 'Data A', 'Data B', 'Data C']"
31-pmk.03-2014,31/PMK.03/2014,Saat Penghitungan dan Tata Cara Pembayaran Kembali Pajak Masukan yang Telah Dikreditkan dan Telah Diberikan Pengembalian Bagi Pengusaha Kena Pajak yang Mengalami Keadaan Gagal Berproduksi,2014,31,"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Pajak Masukan', 'Barang Modal']",[],[],"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Pajak Masukan', 'Barang Modal']"
106-pmk.011-2011,106/PMK.011/2011,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Pembuatan Karpet dan/atau Permadani untuk Tahun Anggaran 2011,2011,106,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Karpet dan/atau Permadani']",['Barang dan Bahan'],[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Karpet dan/atau Permadani']"
179-pmk.05-2018,179/PMK.05/2018,Tarif Layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Kalimaru Berau pada Kementerian Perhubungan,2018,179,['Tarif layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Kalimarau Berau pada Kementerian Perhubungan'],[],[],['Tarif layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Kalimarau Berau pada Kementerian Perhubungan']
221-pmk.05-2014,221/PMK.05/2014,Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Fatah Palembang pada Kementerian Agama,2014,221,['Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Fatah Palembang pada Kementerian Agama'],[],[],['Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Fatah Palembang pada Kementerian Agama']
perpres-105-tahun-2012,PERPRES 105 TAHUN 2012,Tunjangan Kinerja Pegawai di Lingkungan Kementerian Perumahan Rakyat,2012,105,"['Pegawai Negeri', 'Pegawai di lingkungan Kementerian Perumahan Rakyat']",[],[],"['Pegawai Negeri', 'Pegawai di lingkungan Kementerian Perumahan Rakyat']"
19-pmk.01-2010,19/PMK.01/2010,Tenaga Pengkaji di Lingkungan Direktorat Jenderal Kekayaan Negara Departemen Keuangan,2010,19,['Tenaga Pengkaji di lingkungan Direktorat Jenderal Kekayaan Negara Departemen Keuangan'],['Tenaga Pengkaji'],"['KEDUDUKAN, TUGAS, DAN FUNGSI', 'SUSUNAN', 'TATA KERJA', 'KEPANGKATAN, PENGANGKATAN, DAN PEMBERHENTIAN', 'KETENTUAN PENUTUP']","['Tenaga Pengkaji di lingkungan Direktorat Jenderal Kekayaan Negara Departemen Keuangan', 'KEDUDUKAN, TUGAS, DAN FUNGSI', 'SUSUNAN', 'TATA KERJA', 'KEPANGKATAN, PENGANGKATAN, DAN PEMBERHENTIAN']"
pp-15-tahun-2015,PP 15 TAHUN 2015,Perlakuan Pajak Pertambahan Nilai atas Penyerahan Bahan Bakar Minyak untuk Kapal Angkutan Laut Luar Negeri,2015,15,"['Kapal', 'Angkutan Laut Luar Negeri']",[],[],"['Kapal', 'Angkutan Laut Luar Negeri']"
perpres-156-tahun-2014,PERPRES 156 TAHUN 2014,Tunjangan Kinerja Pegawai di Lingkungan Kementerian Keuangan,2014,156,"['Pegawai Negeri Sipil', 'Pegawai di lingkungan Kementerian Keuangan']",[],[],"['Pegawai Negeri Sipil', 'Pegawai di lingkungan Kementerian Keuangan']"
40-pmk.05-2012,40/PMK.05/2012,Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surabaya pada Kementerian Kesehatan,2012,40,['Tarif layanan Badan Layanan Umum Politeknik Kesehatan Surabaya pada Kementerian Kesehatan'],[],[],['Tarif layanan Badan Layanan Umum Politeknik Kesehatan Surabaya pada Kementerian Kesehatan']
138-pmk.05-2014,138/PMK.05/2014,Tarif Layanan Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran Jakarta pada Kementerian Sekretariat Negara,2014,138,['Tarif layanan Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran Jakarta pada Kementerian Sekretariat Negara'],[],[],['Tarif layanan Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran Jakarta pada Kementerian Sekretariat Negara']
181-pmk.01-2014,181/PMK.01/2014,Pedoman Tata Naskah Dinas Kementerian Keuangan,2014,181,['Pedoman Tata Naskah Dinas Kementerian Keuangan'],[],[],['Pedoman Tata Naskah Dinas Kementerian Keuangan']
pp-23-tahun-2020,PP 23 TAHUN 2020,Pelaksanaan Program Pemulihan Ekonomi Nasional dalam Rangka Mendukung Kebijakan Keuangan Negara untuk Penanganan Pandemi Corona Virus Diasease 2019 (Covid-I9) dan/atau Menghadapi Ancaman yang Membahayakan Perekonomian Nasional dan/atau Stabilitas Sistem Keuangan Serta Penyelamatan Ekonomi Nasional,2020,23,"['Program Pemulihan Ekonomi Nasional', 'Penyertaan Modal Negara', 'Penempatan Dana', 'Investasi Pemerintah', 'Penjaminan', 'Badan Usaha Milik Negara', 'Usaha Mikro', 'Usaha Kecil', 'Usaha Menengah', 'Koperasi', 'Pelaku Usaha', 'Bank Peserta', 'Bank Pelaksana', 'Surat Berharga Negara', 'Pemerintah Pusat', 'Menteri', 'Otoritas Jasa Keuangan']","['Program PEN', 'Pemerintah']","['KETENTUAN UMUM', 'TUJUAN DAN PRINSIP', 'RUANG LINGKUP DAN SUMBER DANA', 'PENGAMBILAN KEBIJAKAN', 'PELAKSANAAN PROGRAM PEN', 'PEMBIAYAAN PROGRAM PEN', 'PELAPORAN', 'PENGAWASAN DAN EVALUASI', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'PMN', 'Penempatan Dana', 'Investasi Pemerintah', 'Penjaminan', 'Belanja Negara']","['Program Pemulihan Ekonomi Nasional', 'Penyertaan Modal Negara', 'Penempatan Dana', 'Investasi Pemerintah', 'Penjaminan', 'Badan Usaha Milik Negara', 'Usaha Mikro', 'Usaha Kecil', 'Usaha Menengah', 'Koperasi', 'Pelaku Usaha', 'Bank Peserta', 'Bank Pelaksana', 'Surat Berharga Negara', 'Pemerintah Pusat', 'Menteri', 'Otoritas Jasa Keuangan', 'TUJUAN DAN PRINSIP', 'RUANG LINGKUP DAN SUMBER DANA', 'PENGAMBILAN KEBIJAKAN', 'PELAKSANAAN PROGRAM PEN', 'PEMBIAYAAN PROGRAM PEN', 'PELAPORAN', 'PENGAWASAN DAN EVALUASI', 'PMN', 'Penempatan Dana', 'Investasi Pemerintah', 'Penjaminan', 'Belanja Negara']"
78-pmk.06-2015,78/PMK.06/2015,Tata Cara Pengangkatan dan Pemberhentian Anggota Direksi Perusahaan Perseroan (Persero) di Bawah Pembinaan dan Pengawasan Menteri Keuangan,2015,78,"['Badan Usaha Milik Negara', 'Perusahaan Perseroan', 'Rapat Umum Pemegang Saham', 'Direksi', 'Menteri', 'Direktorat Jenderal Kekayaan Negara', 'Direktur Jenderal', 'Uji Kelayakan dan Kepatutan', 'Bakal Calon', 'Calon Anggota Direksi', 'Tim UKK', 'Calon Terpilih', 'Assessment', 'Lembaga Profesional', 'Penilaian Akhir']",['Persero'],"['KETENTUAN UMUM', 'RUANG LINGKUP', 'PRINSIP DASAR', 'PERSYARATAN', 'TAHAPAN UKK', 'PENGANGKATAN ANGGOTA DIREKSI Bagian Pertama Pengangkatan', 'PEMBERHENTIAN ANGGOTA DIREKSI Bagian Pertama Berakhirnya Jabatan Anggota Direksi', 'LARANGAN RANGKAP JABATAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Umum', 'Penetapan Tim UKK[k1', 'Penjaringan Bakal Calon', 'Penilaian Akhir Paragraf Pertama Umum', 'Pengambilan Sumpah', 'Berlakunya Pengangkatan', 'Pemberhentian Sebelum Berakhirnya Masa Jabatan', 'Pemberitahuan dan Pembelaan Diri', 'Proses Penetapan Pemberhentian']","['Badan Usaha Milik Negara', 'Perusahaan Perseroan', 'Rapat Umum Pemegang Saham', 'Direksi', 'Menteri', 'Direktorat Jenderal Kekayaan Negara', 'Direktur Jenderal', 'Uji Kelayakan dan Kepatutan', 'Bakal Calon', 'Calon Anggota Direksi', 'Tim UKK', 'Calon Terpilih', 'Assessment', 'Lembaga Profesional', 'Penilaian Akhir', 'RUANG LINGKUP', 'PRINSIP DASAR', 'PERSYARATAN', 'TAHAPAN UKK', 'PENGANGKATAN ANGGOTA DIREKSI Bagian Pertama Pengangkatan', 'PEMBERHENTIAN ANGGOTA DIREKSI Bagian Pertama Berakhirnya Jabatan Anggota Direksi', 'LARANGAN RANGKAP JABATAN', 'Umum', 'Penetapan Tim UKK[k1', 'Penjaringan Bakal Calon', 'Penilaian Akhir Paragraf Pertama Umum', 'Pengambilan Sumpah', 'Berlakunya Pengangkatan', 'Pemberhentian Sebelum Berakhirnya Masa Jabatan', 'Pemberitahuan dan Pembelaan Diri', 'Proses Penetapan Pemberhentian']"
266-pmk.07-2015,266/PMK.07/2015,Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah,2015,266,"['Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah', 'Dana Insentif Daerah', 'Nilai Variabel Indikator', 'Nilai Indikator', 'Nilai Daerah']",[],"['KETENTUAN UMUM', 'TUJUAN PEMERINGKATAN KESEHATAN FISKAL DAN PENGELOLAAN KEUANGAN DAERAH', 'PRINSIP DASAR DAN ASAS PEMERINGKATAN KESEHATAN FISKAL DAN PENGELOLAAN KEUANGAN DAERAH', 'PELAKSANAAN PEMERINGKATAN KESEHATAN FISKAL DAN PENGELOLAAN KEUANGAN DAERAH', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Metodologi Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah', 'Prosedur Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah', 'Periode dan Sumber Data']","['Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah', 'Dana Insentif Daerah', 'Nilai Variabel Indikator', 'Nilai Indikator', 'Nilai Daerah', 'TUJUAN PEMERINGKATAN KESEHATAN FISKAL DAN PENGELOLAAN KEUANGAN DAERAH', 'PRINSIP DASAR DAN ASAS PEMERINGKATAN KESEHATAN FISKAL DAN PENGELOLAAN KEUANGAN DAERAH', 'PELAKSANAAN PEMERINGKATAN KESEHATAN FISKAL DAN PENGELOLAAN KEUANGAN DAERAH', 'Metodologi Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah', 'Prosedur Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah', 'Periode dan Sumber Data']"
11-pmk.07-2010,11/PMK.07/2010,Tata Cara Pengenaan Sanksi Terhadap Pelanggaran Ketentuan di Bidang Pajak Daerah dan Retribusi Daerah,2010,11,"['Daerah Otonom', 'Dewan Perwakilan Rakyat Daerah', 'Kepala Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Pajak Daerah', 'Rancangan Peraturan Daerah tentang Pajak Daerah dan Retribusi Daerah', 'Peraturan Daerah tentang Pajak Daerah dan Retribusi Daerah', 'Retribusi Daerah', 'Pelanggaran', 'Dana Alokasi Umum', 'Dana Bagi Hasil']","['Daerah', 'Pajak', 'Raperda', 'Perda', 'Retribusi']","['KETENTUAN UMUM', 'PENYAMPAIAN, EVALUASI DAN KOORDINASI RAPERDA', 'PENETAPAN RAPERDA DAN PENYAMPAIAN PERDA', 'PEMBATALAN PERDA', 'BENTUK PELANGGARAN', 'SANKSI', 'TATA CARA PENGENAAN DAN PENCABUTAN SANKSI', 'PEMANTAUAN', 'KETENTUAN TEKNIS', 'KETENTUAN PENUTUP', 'Bentuk Sanksi', 'Besaran Penundaan atau Pemotongan Dana Alokasi Umum dan/atau Dana Bagi Hasil Pajak Penghasilan']","['Daerah Otonom', 'Dewan Perwakilan Rakyat Daerah', 'Kepala Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Pajak Daerah', 'Rancangan Peraturan Daerah tentang Pajak Daerah dan Retribusi Daerah', 'Peraturan Daerah tentang Pajak Daerah dan Retribusi Daerah', 'Retribusi Daerah', 'Pelanggaran', 'Dana Alokasi Umum', 'Dana Bagi Hasil', 'PENYAMPAIAN, EVALUASI DAN KOORDINASI RAPERDA', 'PENETAPAN RAPERDA DAN PENYAMPAIAN PERDA', 'PEMBATALAN PERDA', 'BENTUK PELANGGARAN', 'SANKSI', 'TATA CARA PENGENAAN DAN PENCABUTAN SANKSI', 'PEMANTAUAN', 'KETENTUAN TEKNIS', 'Bentuk Sanksi', 'Besaran Penundaan atau Pemotongan Dana Alokasi Umum dan/atau Dana Bagi Hasil Pajak Penghasilan']"
240-pmk.06-2012,240/PMK.06/2012,Tata Cara Pengelolaan Barang Milik Negara yang Berasal Dari Aset Eks Kepabeanan dan Cukai,2012,240,"['Direktur Jenderal', 'Kantor Pusat', 'Kantor Wilayah', 'Kantor Pelayanan', 'Kantor Bea dan Cukai', 'Pengelola Barang', 'Barang yang Menjadi Milik Negara', 'Lelang', 'Pemusnahan', 'Penghapusan', 'Hibah', 'Penetapan Status Penggunaan', 'Penilaian', 'Nilai Pasar, selanjutnya sesuai ilmu akuntansi disebut Nilai Wajar', 'Nilai Limit']",['BMN'],"['KETENTUAN UMUM', 'WEWENANG DAN TANGGUNG JAWAB', 'TATA CARA PENGELOLAAN', 'PENATAUSAHAAN', 'PENGAWASAN DAN PENGENDALIAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Pengertian', 'Ruang Lingkup', 'Wewenang dan Tanggung Jawab Pengelola Barang', 'Wewenang dan Tanggung Jawab Direktur Jenderal Bea dan Cukai']","['Direktur Jenderal', 'Kantor Pusat', 'Kantor Wilayah', 'Kantor Pelayanan', 'Kantor Bea dan Cukai', 'Pengelola Barang', 'Barang yang Menjadi Milik Negara', 'Lelang', 'Pemusnahan', 'Penghapusan', 'Hibah', 'Penetapan Status Penggunaan', 'Penilaian', 'Nilai Pasar, selanjutnya sesuai ilmu akuntansi disebut Nilai Wajar', 'Nilai Limit', 'WEWENANG DAN TANGGUNG JAWAB', 'TATA CARA PENGELOLAAN', 'PENATAUSAHAAN', 'PENGAWASAN DAN PENGENDALIAN', 'Pengertian', 'Ruang Lingkup', 'Wewenang dan Tanggung Jawab Pengelola Barang', 'Wewenang dan Tanggung Jawab Direktur Jenderal Bea dan Cukai']"
3-pmk.05-2019,3/PMK.05/2019,"Tarif Layanan Badan Layanan Umum Universitas Nusa Cendana pada Kementerian Riset, Teknologi, dan Pendidikan Tinggi",2019,3,"['Tarif Layanan Badan Layanan Umum Universitas Nusa Cendana pada Kementerian Riset, Teknologi, dan Pendidikan Tinggi']",[],[],"['Tarif Layanan Badan Layanan Umum Universitas Nusa Cendana pada Kementerian Riset, Teknologi, dan Pendidikan Tinggi']"
161-pmk.03-2014,161/PMK.03/2014,Tata Cara Pengembalian Pajak Pertambahan Nilai atau Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah yang Telah Dipungut Kepada Perwakilan Negara Asing dan Badan Internasional Serta Pejabatnya,2014,161,"['Perwakilan Negara Asing', 'Pejabat Perwakilan Negara Asing', 'Badan Internasional', 'Pejabat Badan Internasional']",[],[],"['Perwakilan Negara Asing', 'Pejabat Perwakilan Negara Asing', 'Badan Internasional', 'Pejabat Badan Internasional']"
111-pmk.05-2015,111/PMK.05/2015,"Tarif
Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama",2015,111,['Tarif layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama'],[],[],['Tarif layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama']
